,URL,Content_title,Contents,Sentiment
0,https://www.football365.com/news/romano-reveals-liverpool-ready-transfer-tchouameni-monaco-manchester-united-chelsea,"Romano reveals Liverpool ‘ready to make their move’ for Man Utd, Chelsea-linked midfielder","Italian journalist Fabrizio Romano has revealed that Liverpool are prepared to go big to bring Monaco midfielder Aurelien Tchouameni to the club this summer. Tchouameni has been coveted by a number of clubs around Europe with both Manchester United and Chelsea linked in recent months. The 22-year-old has played at every age group for France from under-16 all the way up to under-21 before making his first senior appearance in September last year. Would this season be a success if Liverpool won one out of four from here? Tchouameni completed a move from Bordeaux to Monaco in 2020 and has scored six goals in 92 appearances in all competitionsfor theMonégasques, from a mainly defensive midfield position. And now Liverpool – who have put a brilliant squad together in recent years – are ready to bid for the Frenchman this summer, according to Romano, with the Reds “targeting a new midfielder”. “Aurelien Tchouameni is certainly a player being monitored by Liverpool,”Romano wrote on Anfield Watch. “Who have had conversations with the agent of the Monaco midfielder. However, the €45 million price tag – set last summer – is no longer valid. A far higher offer will be needed to prise Tchouameni away from France. “But the 22-year-old is planning for a different experience this summer and that is undoubtedly why Liverpool may be ready to make their move. However, Real Madrid has been following Tchouameni for some time, and the Reds will face competition from other top clubs interested in the French international.” A deal for Fulham attacking midfielder Fabio Carvalho, which collapsed on deadline day in January, is understood to be close with Liverpool to pay “around£5m plus £2.7m in add-ons”. Romano added: “Klopp will also be involved in all the transfer decisions in the coming months and he has already given his green light for the signing of Fulham’sFabio Carvalho. The deal is already closed, the paperwork has been completed in recent days and there is no doubt: Carvalho will soon be announced as the first new signing of the 2022/2023 season, with a long-term contract until June 30, 2027. “The Portuguese talent has already been to the AXA Training Centre to meet with Klopp and he extensively explored Liverpool’s facilities before completing a medical – with Fulham’s permission. “Liverpool will pay around £5m plus £2.7m in add-ons, including a sell-on clause for 20% of Carvalho’s future sale. Liverpool faced competition from other clubs, who had tried to enter the race for his signature in February following the collapsed deal between Liverpool and Fulham on Deadline Day, for reasons of time in completing the contract. “But Carvalho has respected his agreement with the Reds, and the club themselves have an excellent relationship with Fulham after agreeing to keep the terms of the agreement reached in January instead of signing Carvalho on a free transfer this summer. The move has been particularly appreciated at Craven Cottage and future ties between the clubs are likely to be friendly. “Carvalho’s programme for the future is very clear: as things stand there is no planned return to Fulham on loan next season. Liverpool intend to keep Carvalho in the first team and consider him part of the group, but the final confirmation will come during pre-season after Klopp has the chance to assess his new midfielder.” ",positive
1,https://www.football365.com/news/ferdinand-argues-brilliant-liverpool-star-is-the-standout-signing-of-the-2021-22-season,Ferdinand argues ‘brilliant’ Liverpool star is the ‘standout signing’ of the 2021/22 season,"Rio Ferdinand has argued that Liverpool attacker Luis Diaz is the “standout signing” of the 2021/22 Premier League season. The 25-year-old made the move to Liverpool in January from Porto for a fee that could rise to £50m. Tottenham Hotspur were pursuing him but he ended up opting to sign for Jurgen Klopp’s side. Top ten players recently found down the back of the Premier League sofa who are thriving Diaz has hit the ground running for the Premier League side. He has grabbed four goals and three assists from his 20 outings. The forward was involved in two of Liverpool’s goals as they beat Man Utd 4-0 at Anfield last month. Ferdinand believes Diaz is vying to be one of Liverpool’s first-choice forwards: “Luis Diaz, the impact he’s had at Liverpool, and especially in the front areas,” Ferdinand said on his Five podcast. “We were saying before he came, ‘if one or two of them get injured up front, they’re going to be losing, the quality drops down dramatically’. When he starts, he’s probably vying now to be in the first three. “Like, Firmino would struggle to get in there, he [Diaz] probably gets in ahead of Jota now if they’re putting their best team in a Champions League final. That’s how much of an impact he’s made since he’s come. He has just been a breath of fresh air. You watch him play, on the ball he’s brilliant … but his reaction when they lose the ball is unreal. “He’s like a trigger, bang, go go and get it back. For those reasons, he’s the standout signing of the season for me.” Meanwhile,Peter Crouch thinks it’s between Liverpool forward Mo Salah and Manchester City midfielder Phil Foden for the PFA Player of the Year award: “This year, if Manchester City win the Premier League and Champions League, you would have to pick Phil Foden or Kevin De Bruyne. I’d potentially go for Foden because he has consistently been a shining light for them. “There are plenty of others you could choose and the same goes for Liverpool. The performances of Virgil van Dijk have been an absolute joke. Sadio Mane as well, coming back from winning the Africa Cup of Nations with Senegal and picking up where he left off. He has to be in the conversation. “I do seem to be skirting around the fact that Mo Salah — already crowned FWA Footballer of the Year — has the most goals and assists this season.” ",positive
2,https://www.football365.com/news/ravanelli-spurs-premier-league-title-conte-manchester-united-new-defence,Ravanelli claims Spurs can win title next season and Man Utd need a ‘whole new defence’,"Fabrizio Ravanelli reckons Spurs can win the Premier League title next season but admits they will have to “fight hard” to achieve that under Antonio Conte. Tottenham have been much better in the second half of the campaign under Conte with the Italian replacing Nuno Espirito Santo at the beginning of November. Nuno left the club after they lost five of his last seven Premier League matches in charge with Spurs sitting ninth in the Premier League. Top ten players recently found down the back of the Premier League sofa who are thriving Tottenham are now up to fifth under Conte, two points behind fourth-placed Arsenal with the race for the final Champions League spot well underway. And Middlesbrough legend Ravanelli reckons Spurs have a chance of winning the Premier League title next season with Conte at the helm. Ravanelli told The Sun: “I believe he has been doing very well at Tottenham but when a coach, especiallyConte, gets to a team, he needs time. I’m pretty sure he can make tremendous progress and achieve exactly what he has in mind. “Tottenhamhas always been missing something – they never really manage to take that necessary step forward in quality. They have had a good mentality but it’s not been effective in getting the results they want. “Now withConte and Fabio Paratici, they will be able to make the right choices to give them the right identity to win. They will be able to then possibly win thePremier Leaguein this way. Next year will be the turning point.” Ravanelli added: “This year they have less chance than Arsenal [to get top four] but knowing Conte, in these moments, he always wins duels. He is so focused and so determined and I’m pretty sure they will finish fourth and get into the Champions League. “As for winning the Premier League next year, they will have to fight hard. We cannot forget Manchester City and Liverpool. Tottenham have got seven or eight excellent players. “They need to focus on the defence because that is their main weakness. They would also need to strengthen the midfield with new signings and sign a new striker to play alongside Harry Kane. “Kane is the best but he is not enough so they will need to strengthen there next season. It won’t be easy.” Conte was linked with the Man Utd job before taking over at Spurs and Ravanelli reckons the Red Devils need huge changes in the summer to progress under Erik ten Hag. Ravanelli continued: “If Conte had had the possibility to work with theManchester Unitedplayers, certainly it would have been easier for him to achieve certain results. “United have many players who are not fit to wear the shirt or up to the expectation of winning the Premier League and Champions League. There should be some turnover of players. “I don’t want to be nasty but honest. Without naming specific players, the whole defence should be changed completely. It needs radical change. “I truly believe withErik ten Hag, a new cycle is about to start. He did really well at Ajax and enjoyed remarkable results. “He has always given great value to young players. If he starts working with the young players who understand what it means to play for United, they can make the difference and improve.” ",positive
3,https://www.football365.com/news/ten-hag-eyes-southampton-west-ham-stars-for-man-utd-fit-perfectly-into-his-system,"Ten Hag eyes Saints, West Ham stars for Man Utd who ‘fit perfectly into his system’","According to reports, Erik ten Hag has picked out players from Southampton and West Ham who would ‘fit perfectly’ into his system at Man Utd. The stars in question are James-Ward-Prowse and Jarrod Bowen. The latter has been linked with Liverpool in recent months. Bowen has been one of West Ham’s standout players this term both domestically and in Europe. He has grabbed 16 goals and eleven assists from his 47 outings across all competitions. Who thinks the Manchester United Treble beats a Liverpool Quadruple? Ward-Prowse meanwhile progressed through the ranks at Southampton. He has played over 350 times for the Saints. He has also featured ten times for England since he made his debut in 2017. The free-kick specialist has impressed for Southampton this term. He has contributed nine goals and five assists in the Premier League. Spanish outlet Fichajes are reporting that Ward-Prowse and Bowen are ‘covered by Ten Hag for his Man Utd.’ Ward-Prowse is ‘one of the first names’ on the Dutchman’s ‘agenda’, while it is noted that Bowen has been one of the ‘main Premier League revelations’ in recent seasons. The report adds that Ten Hag is also an admirer of Feyenoord left-back Tyrell Malacia who is rated at around€15m. Elsewhere, Gary Neville has insisted that Ten Hag should be expected to win the Premier League title in the fourth year of his reign at Man Utd. The Dutchman was confirmed as the new permanent Red Devils boss last month with interim manager Ralf Rangnick making way at the end of the season. “I said four to five years to win a title and I don’t disagree with Jamie’s timeline of Champions League in the first two seasons while he’s sorting the recruitment out and getting used to the club. “Third season getting very close, I think to the point whereby the club have got confidence and won a trophy maybe. “And then that fourth year really is where they have to win a title, fifth year. That’s where I think really you’re looking at the moment realistically. “We all hope he comes in and blows everyone away and that Jurgen Klopp and Pep Guardiola blow up somehow. “But they’re not blowing up are they? They’re achieving the same numbers of points year in year out so if their consistency remains, which there’s no reason to say it won’t then Ten Hag’s got a massive job to make up that points gap.” ",positive
4,https://www.football365.com/news/henry-criticises-arsenal-for-treatment-extraordinary-player,Henry criticises Arsenal for their treatment of ‘extraordinary’ player –  ‘he didn’t have a chance’,"Gunners legend Thierry Henry has criticised Arsenal for their treatment of their “extraordinary” defender William Saliba. Arsenal paid £27m to sign the centre-back from Saint-Etienne in 2019. He is yet to make his debut for the Gunners. After spells at Saint-Etienne and Nice, the 21-year-old joined Marseille on loan before this season. Top ten players recently found down the back of the Premier League sofa who are thriving Saliba has been one of the standout players in Ligue 1 this term as he has played 49 times for Marseille across all competitions. His form for Marseille led to him making his senior debut for France earlier this year. The defender stated last month that there is ‘a chance’ that he will spend another season at Marseille. Henry feels for Saliba as he was forced out on loan before making an error for Arsenal: “They didn’t even let him make a mistake,” Henry told Amazon Prime. “He left before an error. He didn’t even have the chance to compete for his place. “What he is doing here is extraordinary. He was rewarded with a selection for the France team. “At the moment, he belongs to Arsenal, I don’t know where he will end up. We have seen that it was a little difficult for him to express himself on the subject. “What I know is that he could have been in the Arsenal group. I am not Mikel Arteta, but I found it difficult for him. Anyway, he responded well and that’s the most important thing.” Elsewhere,Darren Bent has said that he would like to see Mikel Arteta stay in charge of Arsenal next season regardless of how they do during the rest of the season. “There are still a lot of Arsenal fans who are unsure about Mikel Arteta being in charge of Arsenal Football Club. “They still think, come the end of the season, regardless of whether Arsenal are in the Champions League or not, he should not be the manager to take them forward. “I completely disagree. I think he is the right manager to take them forward. He’s earned the right to move into next season, certainly if Arsenal are in the Champions League.” ",positive
5,https://www.football365.com/news/keane-claims-rangnick-decision-start-mata-reveals-man-utd-mindset,Keane claims Rangnick’s decision to start ‘magician’ reveals current Man Utd ‘mindset’,"Roy Keane thinks Man Utd are “giving players a run-out for the wrong reasons” after Ralf Rangnick started Juan Mata on Monday night. The Spaniard produced a good performance for the Red Devils on Monday as they beat Brentford 3-0 at Old Trafford with goals coming from Bruno Fernandes, Cristiano Ronaldo and Raphael Varane. Mata was making his first Premier League start of the campaign with the 34-year-old starting just three of his ten appearances in all competitions this term. Manchester United are shuffling their pack, but can lost leopards change their spots? The decision by interim boss Rangnick to start Mata frustrated Man Utd legend Keane who thinks the German is “giving players a run-out for the wrong reasons”. “I’m surprised. It’s his first start of the season, he obviously knows he’s leaving the club. There’s some loyalty there, giving him a run-out. “He came on for 20 minutes the other night but starting a game is much different. It tells you where the mindset is. They are giving players a run-out for the wrong reasons.” 🗣 “I’m surprised.” Roy Keane says he wasn’t expecting Juan Mata to start over Marcus Rashford this evening for Manchester United. pic.twitter.com/MYVJQzJ9BS — Football Daily (@footballdaily) May 2, 2022 But Rangnick was pleased with Mata’s performance against Brentford and when asked whether he could’ve used him more often, the Man Utd boss replied:“Yes, maybe it was the first game he played from the beginning, [but it] also had to do with the opposition in this position and in the last couple of weeks he was one of the players who showed in training how professional he is and how much he loves the game. “He had moments when he played like a magician.” Mata is out of contract at Man Utd at the end of the season and looks almost certain that he will leave the club in the summer. On Mata’s future, Rangnick added: “I don’t know [if he’s leaving]. He hasn’t confirmed that but it is possible. “It was an important night for players who have been here quite a long time and played well for the club.” Phil Jones, who has also struggled for game time in recent seasons, got on the pitch for the final 15 minutes in what is likely to be his Old Trafford farewell with Man Utd finishing the season with away trips to Brighton and Crystal Palace. “For personal reasons he didn’t train a lot, yesterday was the first,” said Rangnick of Jones. “He asked me to allow him some time at home. Tonight was one of those nights I would have loved to have five subs.”  ",positive
6,https://www.football365.com/news/door-opens-newcastle-tottenham-price-player-conte-admires-drops-15m-inter-milan,"‘Door opens’ for Tottenham, Newcastle as price for player Conte ‘admires’ drops to £15m","According to reports, Tottenham Hotspur and Newcastle United target Stefan De Vrij has been made available for just £15m ahead of this summer. It was reported back in March that Tottenham are targeting De Vrij ‘at the request’ of Antonio Conte. The Spurs boss worked with the centre-back during their time together at Inter Milan. De Vrij has played 161 times for the Italian giants since the start of the 2018/19 campaign. The successful career of Mino Raiola demonstrates the absurdities of modern football The 30-year-old won the Serie A title when Conte was in charge in 2020/21. He is out of contract in 2023 and he is expected to leave Inter Milan this summer. Football Insider are reporting that the ‘door has opened’ for clubs to sign De Vrij, with Tottenham, Newcastle and Aston Villa interested in him. De Vrij is ‘yet to open talks’ with Inter over a new deal so his future is ‘up in the air’. He was previously valued at £40m but he is now available for just £15m. It is stated that Conte is a ‘huge admirer’ of the defender and he wanted Tottenham to sign him in January. Elsewhere,The Daily Mail say that Tottenham are ‘looking at alternatives’ to Pochettino if Conte attempts to exit this summer ‘with Graham Potter and Roberto Mancini among the names set to be considered’. It is understood that Pochettino is ‘largely viewed as the ideal candidate to replace the Italian’ but ‘there is some opposition from within the Tottenham hierarchy’ to his potential return. That ‘resistance has led the club to explore other avenues’ with Potter and Mancini emerging as possible options. Brighton manager Potter was linked with a move to Spurs in the summer when Nuno was appointed and just before Conte’s arrival in north London. The Daily Mail adds that Tottenham have ‘long admired the work Potter has accomplished at Brighton and will be on the club’s radar if they find themselves trying to replace Conte this summer’. Mancini, who is currently manager of the Italian national team, is also ‘an option’ with Spurs’ managing director of football Fabio Paratici ‘an admirer’ of the former Manchester City boss. The Daily Mail adds: ‘It’s important to stress that Tottenham’s due diligence towards the appointment of Conte’s successor remains a matter of contingency preparation, with sources indicating succession planning at football clubs is completely normal. ‘Indeed, Tottenham’s plan A is for Conte to stay in charge heading into next season – and there is a feeling behind the scenes that he will not walk away.’ ",positive
7,https://www.football365.com/news/keane-snubs-scholes-ferdinand-cantona-greatest-man-utd-premier-league-xi,"Keane snubs Scholes, Ferdinand and Cantona in his greatest Man Utd Prem XI","Roy Keane left out a number of big names, including Paul Scholes, Rio Ferdinand and Eric Cantona, from his greatest Man Utd XI of the Premier League era. The former Republic of Ireland international played 480 times for the Red Devils over 13 seasons, winning seven Premier League titles, four FA Cups and a Champions League. He played alongside a number of amazing players during his time at Old Trafford and Sky Sports asked him to pick hisgreatest Man Utd XI of the Premier League era on their Monday Night Football show. Manchester United are shuffling their pack, but can lost leopards change their spots? Keane decided on a team of Peter Schmeichel; Gary Neville, Gary Pallister, Jaap Stam, Denis Irwin; David Beckham, Paul Ince, Bryan Robson, Ryan Giggs; Wayne Rooney and Cristiano Ronaldo. And the Man Utd legend explained his decision to make Schmeichel the goalkeeper despite him not being “as good as everyone thought”. “I don’t like upsetting my team-mates,” Keane said on Sky Sports’ Monday Night Football. “I had to leave out some brilliant players, brilliant characters, but obviously I’ve done it. Edwin [Van der Sar] was nearly a sparring partner. “Goalkeepers get too much praise when they make a save. I had to go with Peter because he was very, very good – not as good as everyone thought, but very good. “And obviously, I have good memories with him. He was a good character in the dressing room – me and Peter certainly weren’t the best of mates, absolutely far from it, but the most important thing I had for Peter – and all of my team-mates – was huge respect. “He produced big moments and helped us get over the line in big matches, that’s the bottom line. Before you go into any match, you look over your shoulder at who’s in goal and you go, ‘yeah, I’m happy with him – we’ve got a chance.’ Peter would produce and help us get trophies.” Keane selected Stam and Pallister as his two centre-backs but he felt harsh leaving Ferdinand and Steve Bruce out of his XI. The former midfielder added: “Centre-back was probably the hardest one because Rio was excellent, Brucey was a good character. I just couldn’t leave Jaap Stam out. He didn’t play as many games as the other lads but he was big, strong, brave, brilliant at one-on-ones. “The other one was an issue but I’ve gone with Gary Pallister. I’d probably say [it was between Pallister and] Rio. Rio was obviously a good athlete and read the game well but my relationship with Pally was pretty good as well. “Did [Stam] have any real weaknesses? He could head it, he could leap, he could read the game, he was strong, aggressive, a decent lad. I got on really well with him. Unfortunately you try to move on, but Jaap was a brilliant player for Man United. Brucey was a good player and a brilliant player.” “We’d obviously play with a high line!” 🤣 David Beckham 🌟 Rooney 🙌 @GNev2 👀 Roy Keane reveals his ULTIMATE Man Utd Premier League XI 🤩 pic.twitter.com/7nhb19EljG — Sky Sports Premier League (@SkySportsPL) May 2, 2022 Scholes and Nicky Butt were two more Man Utd legends to miss out on Keane’s team but he just couldn’t see past Robson and Ince in centre midfield. Keane continued: “I’m certainly not going to pick myself. Bryan Robson has to go in there. Bryan was a great player for Man United, full of courage, scored some big goals for the club when Man United weren’t at their best. I had some brilliant days with Butty and Scholesy. “Next to Robbo, I’m going to put Paul Ince. Incey was a very, very good player. Maybe he tarnished his United reputation; he ended up playing at Liverpool or wherever. When he was at United, there was all talk of Incey being the governor. “People kind of held that against him but that was just banter, there was no nastiness with that. Incey was a really good teammate and a very good team-mate.” On leaving Cantona out, Keane said: “Eric was a brilliant player for Man United. I’m upset to leave Eric out. Eric was a brilliant character and produced in the big games.”  ",positive
8,https://www.football365.com/news/carragher-makes-everton-comparison-ronaldo-return-man-utd-look-small-club,Carragher makes Everton comparison as Ronaldo return made Man Utd look like ‘small club’,"Jamie Carragher has argued that Manchester United were made to look like a “small club” when they decided to bring Cristiano Ronaldo back. After his spells at Real Madrid and Juventus, Ronaldo returned to the Red Devils last summer. A fee of around £13.5m plus add-ons was paid by Man Utd. The forward has been criticised by some this season but he has been one of few bright sparks for United. Juan Mata shows Man United what they’ve wasted in beautiful Old Trafford swansong The 37-year-old scored his 24th goal of the season on Monday night as Man Utd beat Brentford 3-0 at Old Trafford. Carragher has often questioned United’s decision to re-sign Ronaldo and he did so again on Monday. He does not feel that they “should not be buying a 37-year-old”: “My problem has always been with Man United for buying Cristiano Ronaldo. One of the biggest clubs in the world should not be buying a 37-year-old,” Carragher told Sky Sports. “I’ve always been of the opinion that they should move him on, but right now, there are so many problems – ‘I need to get a midfielder, I need to get a centre-back.’ We’ve seen this season that when Ronaldo doesn’t play or gets brought off, it’s a massive story. “If you bring in strikers, are they to play or back up Ronaldo? If you’re the new manager, you might think you don’t need that on your plate. “They’ve got other problems. Would Liverpool ring back Luis Suarez? I don’t think so. United should be getting Erling Haaland. Man City are getting him. “It’s like United are a small club. It’s like when Rooney went back to Everton. It was just to lift the fans.” Carragher also thinks it’s “nonsense” that Ralf Rangnick will be managing Austria next season. The former Liverpool defender said on Sky Sports: “Ralf Rangnick isn’t really a manager, he’s a director of football, he’s someone who helps the coaches or builds the club. “I’ll be honest with you I just don’t get that. I don’t think you can be manager of Austria and work for Manchester United. “He can work for Manchester United in that role…well that’s wrong. That should not be happening. “The manager of Austria should not be working part time for Manchester United. That’s just a nonsense! It’s one or the other.” ",positive
9,https://www.football365.com/news/man-utd-keane-hits-out-burnley-over-top-celebrations-watford,Man Utd legend Keane hits out at Burnley for their ‘over the top’ celebrations at Watford,"Roy Keane thinks the Burnley celebrations in their 2-1 victory over Watford at the weekend were “slightly over the top”. An own goal from James Tarkowski had the Clarets 1-0 down at Vicarage Road on Saturday before late goals from Jack Cork and Josh Brownhill turned the game on its head. The comeback victory lifted them five points clear of the relegation zone before Everton beat Chelsea 1-0 on Sunday to close the gap back up to two points. Everton top Premier League winners and losers as Zaha, Arteta, Norwich and Marsch all feature Michael Jackson has now won three matches in a row as caretaker manager after Burnley sacked Sean Dyche last month but Keane thought their celebrations gotunnecessarily out of hand. Keane said on Sky Sports’ Monday Night Football: “Big win obviously to come from a goal down, you see the reaction there. Obviously I don’t mind the manager celebrating but when I see everyone hugging and kissing I think it’s just slightly over the top.” Presenter Dave Jones interjected: “These are big results at stake aren’t they?” Keane continued: “I know, I know. But there has been all season. I think Dyche would’ve got the same results I really do but, listen, the decision is made now but there’s been a good reaction.” Jones then touched on Burnley’s good form and asked Jamie Carragher if that trend is continuing, to which the former Liverpool defender replied: “Yeah, I mean, I think Roy is right, we said that last week. Sometimes a different voice, maybe a slight change, you think of the impact it has maybe had on Dwight McNeil. “He did a great job, Sean Dyche, but it’s something a little bit different. If you just look at the numbers, and of course we’re only talking about four games, so that can be skewed because that’s such a great start. “But when you see the points and the goals, there’s obviously a huge uplift there because they’ve had such a great start. But I think the thing you look at when you go down is goals conceded as well and that’s something you always looked at with Sean Dyche’s team. “I see everyone hugging and kissing – I think it’s slightly over the top” 😤 Roy Keane was NOT happy with these Burnley celebrations ❌ pic.twitter.com/dH1Zhksa7E — Sky Sports Premier League (@SkySportsPL) May 2, 2022 “But, as I said, it’s only four games. The possession is slightly up. Percentage of passes long, a slight difference, we saw that in the goal last week when we went through the goals, you know, playing through the lines a bit more. “And the 10 plus pass sequences is a real big jump. So it looks like the manager is trying to put his own stamp on it. He’s going to try and keep the good things of Sean Dyche, keeping it right, but they’re playing a bit more football. “So they’ve almost changed slightly to play a bit more football, shall we say…”  ",positive
